"annee_modele","marque","modele","catVeh","cyl_L","nbCyl","transmission","typeFuel","consoFuel_ville_L100km","consoFuel_route_L100km","consoFuel_comb_L100km","consoFuel_comb_migal","emiCO2_gkm","moteur","typeFuel_1","conso_Le100km","autonomie_1_km","tempsRecharge","typeFuel_2","autonomie_2_km","consoFuel_ville_kWh100km","consoFuel_route_kWh100km","consoFuel_comb_kWh100km","consoFuel_ville_Le100km","consoFuel_route_Le100km","consoFuel_comb_Le100km","autonomie_km"
"2008","HYUNDAI","ELANTRA","INTERMÉDIAIRE","2.0",4,"A4","X","9.5","7.2","8.4","34","193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","ELANTRA","INTERMÉDIAIRE","2.0",4,"M4","X","9.7","7.2","8.6","33","198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","ENTOURAGE","FOURGONNETTE","3.8",6,"A5","X","14.8","10.4","12.8","22","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SANTA FE","VUS","2.7",6,"A4","X","12.9","9.8","11.5","25","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SANTA FE","VUS","2.7",6,"M5","X","13.6","9.8","11.9","24","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SANTA FE","VUS","3.3",6,"A5","X","13.7","9.9","12.0","24","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SANTA FE 4X4","VUS","3.3",6,"A5","X","14.2","9.9","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SONATA","GRANDE BERLINE","2.4",4,"A4","X","11.3","7.8","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SONATA","GRANDE BERLINE","2.4",4,"M5","X","11.0","7.5","9.4","30","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","SONATA","GRANDE BERLINE","3.3",6,"A5","X","12.6","8.5","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TIBURON","SOUS-COMPACTE","2.0",4,"A4","X","12.0","8.6","10.5","27","242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TIBURON","SOUS-COMPACTE","2.0",4,"M5","X","11.6","8.5","10.2","28","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TIBURON","SOUS-COMPACTE","2.7",6,"A4","X","13.8","9.8","12.0","24","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TIBURON","SOUS-COMPACTE","2.7",6,"M5","X","13.7","9.6","11.9","24","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TIBURON","SOUS-COMPACTE","2.7",6,"M6","X","14.3","9.7","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TUCSON","VUS","2.0",4,"A4","X","12.1","9.5","10.9","26","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TUCSON","VUS","2.0",4,"M5","X","11.8","9.3","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TUCSON","VUS","2.7",6,"A4","X","13.4","9.9","11.8","24","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","TUCSON 4X4","VUS","2.7",6,"A4","X","13.8","10.4","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","HYUNDAI","VERACRUZ 4X4","VUS","3.8",6,"A6","X","15.5","10.6","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","EX35 AWD","VUS","3.5",6,"AS5","Z","14.5","10.1","12.5","23","288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","FX35 AWD","VUS","3.5",6,"AS5","Z","16.1","11.7","14.1","20","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","FX45 AWD","VUS","4.5",8,"AS5","Z","18.2","13.7","16.2","17","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","G35","INTERMÉDIAIRE","3.5",6,"AS5","Z","13.6","9.7","11.9","24","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","G35","INTERMÉDIAIRE","3.5",6,"M6","Z","13.6","9.5","11.8","24","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","G35X","INTERMÉDIAIRE","3.5",6,"AS5","Z","14.2","10.3","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","G37 COUPE","SOUS-COMPACTE","3.7",6,"AS5","Z","13.4","9.6","11.7","24","269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","G37 COUPE","SOUS-COMPACTE","3.7",6,"M6","Z","13.5","9.3","11.6","24","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","M35","GRANDE BERLINE","3.5",6,"AS5","Z","14.8","10.2","12.7","22","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","M35X","GRANDE BERLINE","3.5",6,"AS5","Z","15.1","10.7","13.1","22","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","M45","GRANDE BERLINE","4.5",8,"AS5","Z","15.1","11.1","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","M45X","GRANDE BERLINE","4.5",8,"AS5","Z","16.8","12.0","14.6","19","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","INFINITI","QX56 4X4","VUS","5.6",8,"A5","Z","20.1","13.8","17.3","16","398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","S-TYPE 3.0","INTERMÉDIAIRE","3.0",6,"A6","Z","13.9","9.3","11.8","24","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","S-TYPE 4.2","INTERMÉDIAIRE","4.2",8,"A6","Z","14.6","9.8","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","S-TYPE R #","INTERMÉDIAIRE","4.2",8,"A6","Z","15.5","10.9","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","SUPER V8 #","GRANDE BERLINE","4.2",8,"A6","Z","15.5","10.7","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","VANDEN PLAS","GRANDE BERLINE","4.2",8,"A6","Z","14.6","9.6","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XJ 8L","GRANDE BERLINE","4.2",8,"A6","Z","14.4","9.5","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XJ8","COMPACTE","4.2",8,"A6","Z","14.4","9.5","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XJR #","COMPACTE","4.2",8,"A6","Z","15.5","10.7","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XK","MINICOMPACTE","4.2",8,"A6","Z","14.7","9.5","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XK CONVERTIBLE","MINICOMPACTE","4.2",8,"A6","Z","14.7","9.5","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XKR #","MINICOMPACTE","4.2",8,"A6","Z","15.3","10.4","13.1","22","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","XKR CONVERTIBLE #","MINICOMPACTE","4.2",8,"A6","Z","15.3","10.4","13.1","22","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","X-TYPE","SOUS-COMPACTE","3.0",6,"A5","Z","14.8","10.6","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JAGUAR","X-TYPE SPORT BRAKE","FAMILIALE - PETITE","3.0",6,"A5","Z","14.9","10.5","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMMANDER 4X4","VUS","3.7",6,"A5","X","16.3","12.5","14.6","19","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMMANDER 4X4 (MDS)","VUS","5.7",8,"A5","X","18.2","12.9","15.8","18","363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMMANDER 4X4 FFV","VUS","4.7",8,"A5","X","17.3","12.6","15.2","19","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMMANDER 4X4 FFV","VUS","4.7",8,"A5","E","23.2","17.3","20.5","14","328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMPASS","VUS","2.0",4,"AV","X","10.3","8.7","9.6","29","221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMPASS","VUS","2.4",4,"AV","X","11.1","9.5","10.4","27","239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMPASS","VUS","2.4",4,"M5","X","10.2","8.5","9.4","30","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMPASS 4X4","VUS","2.4",4,"AV","X","11.3","9.7","10.6","27","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","COMPASS 4X4","VUS","2.4",4,"M5","X","10.5","8.7","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","GRAND CHEROKEE 4X4","VUS","3.7",6,"A5","X","15.5","11.9","13.9","20","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","GRAND CHEROKEE 4X4 (MDS)","VUS","5.7",8,"A5","X","17.9","12.8","15.6","18","359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","GRAND CHEROKEE 4X4 FFV","VUS","4.7",8,"A5","X","17.3","12.6","15.2","19","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","GRAND CHEROKEE 4X4 FFV","VUS","4.7",8,"A5","E","23.2","17.3","20.5","14","328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","GRAND CHEROKEE 4X4 SRT8","VUS","6.1",8,"A5","Z","21.1","16.7","19.1","15","439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","GRAND CHEROKEE 4X4 TURBO DIESEL","VUS","3.0",6,"A5","D","13.5","10.6","12.2","23","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","LIBERTY 4X4","VUS","3.7",6,"A4","X","15.6","11.4","13.7","21","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","LIBERTY 4X4","VUS","3.7",6,"M6","X","15.0","10.9","13.1","22","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","PATRIOT","VUS","2.0",4,"AV","X","10.3","8.7","9.6","29","221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","PATRIOT","VUS","2.4",4,"AV","X","11.1","9.5","10.4","27","239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","PATRIOT","VUS","2.4",4,"M5","X","10.2","8.5","9.4","30","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","PATRIOT 4X4","VUS","2.4",4,"AV","X","11.3","9.7","10.6","27","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","PATRIOT 4X4","VUS","2.4",4,"M5","X","10.5","8.7","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","PATRIOT 4X4 TRAIL RATED","VUS","2.4",4,"AV","X","12.0","11.1","11.6","24","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","WRANGLER 4X4","VUS","3.8",6,"A4","X","15.7","12.1","14.1","20","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","JEEP","WRANGLER 4X4","VUS","3.8",6,"M6","X","15.7","12.7","14.4","20","331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","AMANTI","GRANDE BERLINE","3.8",6,"A5","X","14.2","9.7","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","MAGENTIS","INTERMÉDIAIRE","2.4",4,"A5","X","11.1","7.6","9.5","30","219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","MAGENTIS","INTERMÉDIAIRE","2.4",4,"M5","X","11.0","7.5","9.4","30","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","MAGENTIS","INTERMÉDIAIRE","2.7",6,"A5","X","12.0","8.3","10.4","27","239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","RIO","COMPACTE","1.6",4,"A4","X","9.4","6.8","8.2","34","189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","RIO","COMPACTE","1.6",4,"M5","X","8.6","7.4","8.1","35","186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","RONDO","FAMILIALE - INTERMÉDIAIRE","2.4",4,"A4","X","12.5","8.9","10.9","26","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","RONDO","FAMILIALE - INTERMÉDIAIRE","2.7",6,"A5","X","13.1","9.1","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SEDONA","FOURGONNETTE","3.8",6,"A5","X","14.8","10.4","12.8","22","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SORENTO","VUS","3.3",6,"A5","X","15.0","10.9","13.1","22","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SORENTO","VUS","3.8",6,"A5","X","15.6","11.3","13.7","21","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SORENTO 4X4","VUS","3.3",6,"A5","X","15.6","10.9","13.5","21","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SORENTO 4X4","VUS","3.8",6,"A5","X","15.6","11.5","13.8","20","317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPECTRA","INTERMÉDIAIRE","2.0",4,"A4","X","9.9","7.4","8.8","32","202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPECTRA","INTERMÉDIAIRE","2.0",4,"M5","X","10.2","7.8","9.1","31","209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPORTAGE","VUS","2.0",4,"A4","X","12.1","9.5","10.9","26","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPORTAGE","VUS","2.0",4,"M5","X","11.8","9.3","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPORTAGE","VUS","2.7",6,"A4","X","13.6","10.1","12.0","24","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPORTAGE 4X4","VUS","2.0",4,"M5","X","12.3","9.8","11.2","25","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","KIA","SPORTAGE 4X4","VUS","2.7",6,"A4","X","13.9","11.1","12.7","22","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","GALLARDO","DEUX PLACES","5.0",10,"AS6","Z","21.6","13.7","18.0","16","414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","GALLARDO","DEUX PLACES","5.0",10,"M6","Z","22.4","14.2","18.7","15","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","GALLARDO SPYDER","DEUX PLACES","5.0",10,"AS6","Z","22.9","14.7","19.2","15","442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","GALLARDO SPYDER","DEUX PLACES","5.0",10,"M6","Z","23.9","15.2","20.0","14","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","MURCIELARGO","DEUX PLACES","6.5",12,"AS6","Z","26.3","16.2","21.8","13","501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","MURCIELARGO","DEUX PLACES","6.5",12,"M6","Z","28.3","18.4","23.8","12","547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","MURCIELARGO ROADSTER","DEUX PLACES","6.5",12,"AS6","Z","26.3","16.2","21.8","13","501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAMBORGHINI","MURCIELARGO ROADSTER","DEUX PLACES","6.5",12,"M6","Z","28.3","18.4","23.8","12","547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","LR2 HSE 4X4","VUS","3.2",6,"AS6","X","14.9","10.4","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","LR2 SE 4X4","VUS","3.2",6,"AS6","X","14.9","10.4","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","LR3 V6 4X4","VUS","4.0",6,"AS6","X","19.0","13.3","16.4","17","377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","LR3 V8 4X4","VUS","4.4",8,"AS6","X","19.0","13.5","16.5","17","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","RANGE ROVER 4X4","VUS","4.4",8,"AS6","X","19.1","13.1","16.4","17","377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","RANGE ROVER SC 4X4 #","VUS","4.2",8,"AS6","X","19.6","13.4","16.8","17","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","RANGE ROVER SPORT 4X4","VUS","4.4",8,"AS6","X","19.0","12.9","16.3","17","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LAND ROVER","RANGE ROVER SPORT SC 4X4 #","VUS","4.2",8,"AS6","X","19.6","13.4","16.8","17","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","ES 350","INTERMÉDIAIRE","3.5",6,"AS6","Z","12.3","8.6","10.6","27","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","GS 350","INTERMÉDIAIRE","3.5",6,"AS6","Z","12.3","8.8","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","GS 350 AWD","INTERMÉDIAIRE","3.5",6,"AS6","Z","13.1","9.5","11.5","25","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","GS 450H","COMPACTE","3.5",6,"AV","Z","10.0","9.3","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","GS 460","INTERMÉDIAIRE","4.6",8,"AS8","Z","13.9","9.6","12.0","24","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","GX 470","VUS","4.7",8,"A5","Z","17.0","13.4","15.4","18","354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","IS 250","SOUS-COMPACTE","2.5",6,"AS6","Z","11.2","8.0","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","IS 250","SOUS-COMPACTE","2.5",6,"M6","Z","13.1","9.0","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","IS 250 AWD","SOUS-COMPACTE","2.5",6,"AS6","Z","11.9","9.0","10.6","27","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","IS 350 AWD","SOUS-COMPACTE","3.5",6,"AS6","Z","12.3","9.3","11.0","26","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","IS F","SOUS-COMPACTE","5.0",8,"AS8","Z","14.7","10.1","12.6","22","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","LS 460","GRANDE BERLINE","4.6",8,"AS8","Z","14.5","9.7","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","LS 460 L","GRANDE BERLINE","4.6",8,"AS8","Z","14.5","9.7","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","LS 600hL AWD","GRANDE BERLINE","5.0",8,"AV","Z","12.0","10.7","11.4","25","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","LX 570","VUS","5.7",8,"AS6","Z","18.9","13.4","16.4","17","377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","RX 350 4WD","VUS","3.5",6,"A5","Z","13.9","10.6","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","RX 400H 4WD","VUS","3.3",6,"AV","Z","9.1","9.9","9.5","30","219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LEXUS","SC 430","MINICOMPACTE","4.3",8,"AS6","Z","14.5","10.4","12.6","22","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","MARK LT 4X4","CAMIONNETTE - ORDINAIRE","5.4",8,"A4","X","18.8","14.2","16.7","17","384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","MKX","VUS","3.5",6,"A6","X","14.4","9.9","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","MKX AWD","VUS","3.5",6,"A6","X","15.2","10.9","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","MKZ","INTERMÉDIAIRE","3.5",6,"A6","X","13.1","8.3","11.0","26","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","MKZ AWD","INTERMÉDIAIRE","3.5",6,"A6","X","14.3","9.8","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","TOWN CAR","GRANDE BERLINE","4.6",8,"A4","X","15.4","10.6","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","TOWN CAR FFV","GRANDE BERLINE","4.6",8,"A4","X","15.7","10.4","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","LINCOLN","TOWN CAR FFV","GRANDE BERLINE","4.6",8,"A4","E","20.3","14.6","17.8","16","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","MASERATI","GRANTURISMO","SOUS-COMPACTE","4.2",8,"AS6","Z","18.5","12.1","15.6","18","359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","MASERATI","QUATTROPORTE","GRANDE BERLINE","4.2",8,"AS6","Z","20.0","13.5","17.1","17","393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","MAZDA","B2300","CAMIONNETTE - PETITE","2.3",4,"A5","X","12.7","9.8","11.4","25","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","MAZDA","B2300","CAMIONNETTE - PETITE","2.3",4,"M5","X","11.3","8.9","10.2","28","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","MAZDA","B3000","CAMIONNETTE - PETITE","3.0",6,"A5","X","16.1","11.8","14.1","20","324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","MAZDA","B3000","CAMIONNETTE - PETITE","3.0",6,"M5","X","14.9","11.2","13.2","21","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
