"annee_modele","marque","modele","catVeh","cyl_L","nbCyl","transmission","typeFuel","consoFuel_ville_L100km","consoFuel_route_L100km","consoFuel_comb_L100km","consoFuel_comb_migal","emiCO2_gkm","moteur","typeFuel_1","conso_Le100km","autonomie_1_km","tempsRecharge","typeFuel_2","autonomie_2_km","consoFuel_ville_kWh100km","consoFuel_route_kWh100km","consoFuel_comb_kWh100km","consoFuel_ville_Le100km","consoFuel_route_Le100km","consoFuel_comb_Le100km","autonomie_km"
"2000","ACURA","1.6EL","COMPACTE","1.6",4,"A4","X","10.5","8.0","9.4","30","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","1.6EL","COMPACTE","1.6",4,"M5","X","9.8","7.8","8.9","32","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","3.2TL","INTERMÉDIAIRE","3.2",6,"AS5","Z","13.7","8.8","11.5","25","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","3.5RL","INTERMÉDIAIRE","3.5",6,"A4","Z","15.0","10.9","13.1","22","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","INTEGRA","SOUS-COMPACTE","1.8",4,"A4","X","11.4","8.3","10.0","28","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","INTEGRA","SOUS-COMPACTE","1.8",4,"M5","X","10.6","8.1","9.5","30","219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","INTEGRA GSR/TYPE R","SOUS-COMPACTE","1.8",4,"M5","Z","10.8","8.3","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","NSX","SOUS-COMPACTE","3.0",6,"AS4","Z","15.2","10.9","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","ACURA","NSX","SOUS-COMPACTE","3.2",6,"M6","Z","15.4","10.7","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4","COMPACTE","1.8",4,"A5","Z","12.9","8.6","10.9","26","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4","COMPACTE","1.8",4,"M5","Z","11.1","8.1","9.7","29","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4","COMPACTE","2.8",6,"A5","Z","14.6","9.7","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4","COMPACTE","2.8",6,"M5","Z","13.2","8.9","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4 QUATTRO","COMPACTE","1.8",4,"A5","Z","13.6","9.1","11.6","24","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4 QUATTRO","COMPACTE","1.8",4,"M5","Z","12.1","8.9","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4 QUATTRO","COMPACTE","2.8",6,"A5","Z","14.9","10.1","12.7","22","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A4 QUATTRO","COMPACTE","2.8",6,"M5","Z","14.3","10.3","12.5","23","288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6","INTERMÉDIAIRE","2.8",6,"A5","Z","15.0","10.2","12.8","22","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6 AVANT QUATTRO","FAMILIALE - INTERMÉDIAIRE","2.8",6,"A5","Z","15.4","10.7","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6 QUATTRO","INTERMÉDIAIRE","2.7",6,"A5","Z","15.2","10.6","13.2","21","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6 QUATTRO","INTERMÉDIAIRE","2.7",6,"M6","Z","15.2","10.7","13.2","21","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6 QUATTRO","INTERMÉDIAIRE","2.8",6,"A5","Z","15.4","10.7","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6 QUATTRO","INTERMÉDIAIRE","2.8",6,"M5","Z","14.6","10.9","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A6 QUATTRO","INTERMÉDIAIRE","4.2",8,"A5","Z","15.5","10.7","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","A8 QUATTRO","INTERMÉDIAIRE","4.2",8,"A5","Z","15.5","10.7","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","S4 QUATTRO","COMPACTE","2.7",6,"A5","Z","15.2","10.6","13.2","21","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","S4 QUATTRO","COMPACTE","2.7",6,"M6","Z","15.2","10.7","13.2","21","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","TT COUPE QUATTRO","MINICOMPACTE","1.8",4,"M5","Z","13.1","9.0","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","TT COUPE QUATTRO (SUPERCHARGED)","MINICOMPACTE","1.8",4,"M6","Z","13.1","9.1","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","TT ROADSTER","DEUX PLACES","1.8",4,"M5","Z","12.3","8.7","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","AUDI","TT ROADSTER QUATTRO (SUPERCHARGED)","DEUX PLACES","1.8",4,"M6","Z","13.1","9.1","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","323 CONVERTIBLE","COMPACTE","2.5",6,"A5","Z","14.6","10.5","12.7","22","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","323 CONVERTIBLE","COMPACTE","2.5",6,"M5","Z","13.9","10.2","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","323Ci","COMPACTE","2.5",6,"A5","Z","13.8","9.3","11.8","24","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","323Ci","COMPACTE","2.5",6,"M5","Z","13.0","8.9","11.2","25","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","323i","COMPACTE","2.5",6,"A5","Z","13.8","9.3","11.8","24","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","323i","COMPACTE","2.5",6,"M5","Z","13.0","8.9","11.2","25","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","328Ci","COMPACTE","2.8",6,"A5","Z","13.9","9.4","11.9","24","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","328Ci","COMPACTE","2.8",6,"M5","Z","13.0","8.9","11.2","25","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","328i","COMPACTE","2.8",6,"A5","Z","13.9","9.4","11.9","24","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","328i","COMPACTE","2.8",6,"M5","Z","13.0","8.9","11.2","25","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","528i","COMPACTE","2.8",6,"A4","Z","14.6","9.9","12.5","23","288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","528i","COMPACTE","2.8",6,"M5","Z","13.0","8.9","11.2","25","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","528i TOURING","FAMILIALE - PETITE","2.8",6,"A4","Z","14.6","9.9","12.5","23","288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","528i TOURING","FAMILIALE - PETITE","2.8",6,"M5","Z","14.5","9.8","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","540i","COMPACTE","4.4",8,"A5","Z","14.7","10.4","12.8","22","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","540i","COMPACTE","4.4",8,"M6","Z","16.4","10.7","13.8","20","317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","540i TOURING","FAMILIALE - PETITE","4.4",8,"A5","Z","15.5","11.9","13.9","20","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","740i","INTERMÉDIAIRE","4.4",8,"A5","Z","15.4","10.9","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","740iL","GRANDE BERLINE","4.4",8,"A5","Z","15.4","10.9","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","750iL","GRANDE BERLINE","5.4",12,"A5","Z","19.1","12.7","16.2","17","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","M COUPE","DEUX PLACES","3.2",6,"M5","Z","13.9","10.1","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","M ROADSTER","MINICOMPACTE","3.2",6,"M5","Z","13.9","10.1","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","M5","COMPACTE","4.9",8,"M6","Z","19.6","12.2","16.3","17","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","X5","VUS","4.4",8,"A5","Z","14.9","10.2","12.8","22","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","Z3","SOUS-COMPACTE","2.5",6,"A4","Z","14.0","9.8","12.1","23","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","Z3","SOUS-COMPACTE","2.5",6,"M5","Z","13.4","9.5","11.6","24","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","Z3","SOUS-COMPACTE","2.8",6,"A4","Z","13.9","9.9","12.1","23","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","Z3","SOUS-COMPACTE","2.8",6,"M5","Z","13.9","9.9","12.1","23","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BMW","Z8","DEUX PLACES","4.9",8,"M6","Z","19.3","13.0","16.5","17","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BUICK","CENTURY","INTERMÉDIAIRE","3.1",6,"A4","X","13.1","8.7","11.1","25","255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BUICK","LESABRE","GRANDE BERLINE","3.8",6,"A4","X","13.8","8.7","11.5","25","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BUICK","PARK AVENUE","GRANDE BERLINE","3.8",6,"A4","X","14.4","9.1","12.0","24","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BUICK","PARK AVENUE #","GRANDE BERLINE","3.8",6,"A4","Z","15.1","9.5","12.6","22","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BUICK","REGAL","INTERMÉDIAIRE","3.8",6,"A4","X","13.5","8.8","11.4","25","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","BUICK","REGAL #","INTERMÉDIAIRE","3.8",6,"A4","Z","15.1","9.5","12.6","22","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CADILLAC","CATERA","INTERMÉDIAIRE","3.0",6,"A4","Z","14.7","10.4","12.8","22","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CADILLAC","DEVILLE","GRANDE BERLINE","4.6",8,"A4","Z","15.5","9.6","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CADILLAC","ELDORADO","INTERMÉDIAIRE","4.6",8,"A4","Z","15.5","9.6","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CADILLAC","ESCALADE 4X4","VUS","5.7",8,"A4","X","21.2","15.7","18.7","15","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CADILLAC","SEVILLE","INTERMÉDIAIRE","4.6",8,"A4","Z","15.5","9.6","12.9","22","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","ASTRO AWD CARGO","FOURGON - CARGAISON","4.3",6,"A4","X","17.0","13.0","15.2","19","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","ASTRO AWD PASSENGER","FOURGON - PASSAGER","4.3",6,"A4","X","17.4","13.4","15.6","18","359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","ASTRO CARGO","FOURGON - CARGAISON","4.3",6,"A4","X","16.2","12.7","14.6","19","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","ASTRO PASSENGER","FOURGON - PASSAGER","4.3",6,"A4","X","17.7","13.9","16.0","18","368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","BLAZER","VUS","4.3",6,"A4","X","16.2","12.7","14.6","19","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","BLAZER","VUS","4.3",6,"M5","X","16.3","11.7","14.2","20","327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","BLAZER 4X4","VUS","4.3",6,"A4","X","16.9","13.0","15.2","19","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","BLAZER 4X4","VUS","4.3",6,"M5","X","18.7","14.5","16.8","17","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C1500 SILVERADO","CAMIONNETTE - ORDINAIRE","4.3",6,"A4","X","17.7","13.9","16.0","18","368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C1500 SILVERADO","CAMIONNETTE - ORDINAIRE","4.3",6,"M5","X","18.5","14.4","16.7","17","384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C1500 SILVERADO","CAMIONNETTE - ORDINAIRE","4.8",8,"A4","X","16.3","12.2","14.5","19","334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C1500 SILVERADO","CAMIONNETTE - ORDINAIRE","4.8",8,"M5","X","18.9","12.9","16.2","17","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C1500 SILVERADO","CAMIONNETTE - ORDINAIRE","5.3",8,"A4","X","16.7","12.7","14.9","19","343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C2500 SILVERADO","CAMIONNETTE - ORDINAIRE","5.3",8,"A4","X","17.9","14.1","16.2","17","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","C2500 SILVERADO","CAMIONNETTE - ORDINAIRE","6.0",8,"A4","X","21.4","15.9","18.9","15","435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAMARO","SOUS-COMPACTE","3.8",6,"A4","X","13.9","8.9","11.7","24","269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAMARO","SOUS-COMPACTE","3.8",6,"M5","X","13.7","8.5","11.4","25","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAMARO","SOUS-COMPACTE","5.7",8,"A4","Z","15.4","10.7","13.3","21","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAMARO","SOUS-COMPACTE","5.7",8,"M6","Z","14.7","9.6","12.4","23","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAVALIER","SOUS-COMPACTE","2.2",4,"A4","X","11.6","8.2","10.1","28","232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAVALIER","SOUS-COMPACTE","2.2",4,"M5","X","12.2","7.8","10.2","28","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAVALIER","SOUS-COMPACTE","2.4",4,"A4","X","12.5","8.8","10.8","26","248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAVALIER","SOUS-COMPACTE","2.4",4,"M5","X","12.1","7.8","10.2","28","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CAVALIER BIFUEL","SOUS-COMPACTE","2.2",4,"A3","X","11.8","8.9","10.5","27","242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CORVETTE","SOUS-COMPACTE","5.7",8,"A4","Z","15.5","10.7","13.4","21","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","CORVETTE","SOUS-COMPACTE","5.7",8,"M6","Z","14.4","9.4","12.1","23","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","G15/G25 CHEVY VAN","FOURGON - CARGAISON","4.3",6,"A4","X","17.8","13.9","16.0","18","368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","G15/G25 CHEVY VAN","FOURGON - CARGAISON","5.0",8,"A4","X","18.2","13.8","16.2","17","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","G15/G25 CHEVY VAN","FOURGON - CARGAISON","5.7",8,"A4","X","19.3","14.9","17.3","16","398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","G1500/G2500 CHEVY EXPRESS","FOURGON - PASSAGER","4.3",6,"A4","X","18.3","14.3","16.5","17","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","G1500/G2500 CHEVY EXPRESS","FOURGON - PASSAGER","5.0",8,"A4","X","18.5","14.4","16.7","17","384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","G1500/G2500 CHEVY EXPRESS","FOURGON - PASSAGER","5.7",8,"A4","X","20.6","15.9","18.5","15","426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","IMPALA","GRANDE BERLINE","3.4",6,"A4","X","13.6","8.6","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","IMPALA","GRANDE BERLINE","3.8",6,"A4","X","13.5","8.8","11.4","25","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","K1500 SILVERADO 4X4","CAMIONNETTE - ORDINAIRE","4.3",6,"A4","X","17.0","13.0","15.2","19","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","K1500 SILVERADO 4X4","CAMIONNETTE - ORDINAIRE","4.3",6,"M5","X","18.7","14.5","16.8","17","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","K1500 SILVERADO 4X4","CAMIONNETTE - ORDINAIRE","4.8",8,"A4","X","17.3","14.1","15.9","18","366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","K1500 SILVERADO 4X4","CAMIONNETTE - ORDINAIRE","4.8",8,"M5","X","20.1","14.6","17.6","16","405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","K1500 SILVERADO 4X4","CAMIONNETTE - ORDINAIRE","5.3",8,"A4","X","18.0","14.4","16.4","17","377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","K1500 TAHOE 4X4","VUS","5.7",8,"A4","X","21.1","15.9","18.7","15","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","LUMINA/MONTE CARLO","INTERMÉDIAIRE","3.4",6,"A4","X","13.6","8.6","11.3","25","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","LUMINA/MONTE CARLO","INTERMÉDIAIRE","3.8",6,"A4","X","13.5","8.8","11.4","25","262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","MALIBU","INTERMÉDIAIRE","3.1",6,"A4","X","13.1","8.7","11.1","25","255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","METRO","SOUS-COMPACTE","1.0",3,"M5","X","7.1","5.5","6.4","44","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","METRO","SOUS-COMPACTE","1.3",4,"A3","X","9.1","7.4","8.3","34","191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","METRO","SOUS-COMPACTE","1.3",4,"M5","X","7.6","5.9","6.8","42","156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","NEW C1500 SUBURBAN","VUS","5.3",8,"A4","X","18.9","14.6","17.0","17","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","NEW C1500 TAHOE","VUS","4.8",8,"A4","X","18.7","14.9","17.0","17","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","NEW C1500 TAHOE","VUS","5.3",8,"A4","X","18.9","14.6","17.0","17","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","NEW K1500 TAHOE 4X4","VUS","4.8",8,"A4","X","18.7","14.9","17.0","17","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","NEW K1500 TAHOE 4X4","VUS","5.3",8,"A4","X","18.9","14.7","17.0","17","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","S10","CAMIONNETTE - PETITE","2.2",4,"A4","X","13.8","9.9","12.1","23","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","S10","CAMIONNETTE - PETITE","2.2",4,"M5","X","12.2","8.8","10.7","26","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","S10","CAMIONNETTE - PETITE","4.3",6,"A4","X","15.4","11.4","13.6","21","313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","S10","CAMIONNETTE - PETITE","4.3",6,"M5","X","16.1","11.4","14.0","20","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","S10 4X4","CAMIONNETTE - ORDINAIRE","4.3",6,"A4","X","16.8","12.8","15.0","19","345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","S10 4X4","CAMIONNETTE - ORDINAIRE","4.3",6,"M5","X","16.3","11.9","14.3","20","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","TRACKER 4X4","VUS","2.0",4,"A4","X","11.7","9.8","10.9","26","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","TRACKER 4X4","VUS","2.0",4,"M5","X","11.9","10.1","11.1","25","255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","TRACKER CONVERTIBLE 4X4","VUS","1.6",4,"M5","X","10.5","9.0","9.9","29","228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","TRACKER CONVERTIBLE 4X4","VUS","2.0",4,"A4","X","11.7","9.9","10.9","26","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","TRACKER CONVERTIBLE 4X4","VUS","2.0",4,"M5","X","11.9","10.1","11.1","25","255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHEVROLET","VENTURE","FOURGONNETTE","3.4",6,"A4","X","14.0","9.9","12.2","23","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHRYSLER","300M","GRANDE BERLINE","3.5",6,"AS4","X","14.4","9.7","12.3","23","283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","CHRYSLER","CIRRUS","INTERMÉDIAIRE","2.4",4,"A4","X","13.4","9.3","11.5","25","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
